0,0,3.70722613117
0,1,-4.09611667803
0,2,-6.53626926098
0,3,8.00385994143
0,4,-0.271941841906
0,5,2.4119111176
0,6,4.01669828162
0,7,-2.3690010543
0,8,-5.93712445073
0,9,4.996606653
0,10,2.93100211635
0,11,-1.55254520404
0,12,-4.6154120398
0,13,9.01288755905
0,14,1.87740840177
0,15,1.12679236543
0,16,-1.30122979582
0,17,0.520426946015
0,18,1.02425950247
0,19,3.83842367841
0,20,-1.50995334293
0,21,-5.74972508546
0,22,-5.45488954777
0,23,0.871057869251
0,24,0.944829344861
0,25,3.66532958474
0,26,-1.84437362945
0,27,5.21763691157
0,28,-3.01265239832
0,29,4.53731851506
0,30,4.50567838978
0,31,5.13042010388
0,32,2.46207860676
0,33,-0.656345709943
0,34,-3.31232686916
0,35,-0.564590535057
0,36,11.1207517707
0,37,-3.51798859903
0,38,-4.05031210654
0,39,-2.714677305
0,40,2.33165698809
0,41,0.605416966357
0,42,2.77110792753
0,43,2.01063912914
0,44,2.11005412501
0,45,0.517025020452
0,46,-1.67834783844
0,47,-2.41707513544
0,48,3.29796362627
0,49,1.95362507038
0,50,0.315449788942
0,51,1.06186178348
0,52,-4.63962258194
0,53,1.05888544427
0,54,-1.81166879455
1,0,0.864612391777
1,1,3.69707464351
1,2,0.517236401614
1,3,1.92948106598
1,4,-2.51058029637
1,5,1.0762263064
1,6,0.426863156415
1,7,3.98462655739
1,8,-0.858570663484
1,9,-0.50557218867
1,10,-0.0469656850415
1,11,-1.25418700511
1,12,1.58046686874
1,13,1.45887438072
1,14,1.05471432144
1,15,0.750660781132
1,16,-2.02063669187
1,17,0.778092066914
1,18,3.53976176718
1,19,-3.14472014965
1,20,0.359810118974
1,21,1.63647599817
1,22,0.323241079263
1,23,-0.0194839405956
1,24,2.19597447663
1,25,1.02028043246
1,26,2.02330309552
1,27,0.0298155603903
1,28,0.0168177071207
1,29,-1.0733915777
1,30,-0.349609379599
1,31,3.45517536247
1,32,0.66042198597
1,33,0.170562079771
1,34,1.47788942171
1,35,1.87683543723
1,36,4.45165737753
1,37,1.62966315402
1,38,0.338786183166
1,39,-2.78887559357
